0,2,13,2,0,7.484737992391466e-05,0.0006736264193167862,0.0014221002185574871,0.0020208792579497203,0.003031318886920431,0.0032932847166585733,0.0038920637560512783,0.003966911135975387,0.007409890612482428,0.011451649128382702,0.02260390873706819,0.030088646729474533,0.036450674023019325,0.08422201425955594,0.09475678298386878,0.148497201769348,0.16211942491552556,0.1672090467503633,0.2115467634328838,0.24626659179516056,0.29781304675661335,0.3609140659938507,0.3855201421438852,0.4553948492642492,0.46517646622807396,0.47234310285580305,0.47861157092444406,0.5107678765243249,0.7722565542115388,0.9207303661746586,0
0,3,10,3,0,8.864197141855712e-06,0.00024819751997506856,0.00027479011140485454,0.000638222194222049,0.0008598271227717724,0.0013384937684359777,0.0013916789512897765,0.0018348888083878911,0.002743469015434208,0.0034038517025125614,0.01139492542599907,0.013380505585800506,0.1022839708211496,0.10496982255516762,0.11645782205115635,0.11900184663090158,0.13966429016882237,0.15367858585027233,0.19725054690160881,0.22560268146018903,0.2505332359219703,0.25548389002575167,0.31710335645813426,0.32101689949631185,0.3288218250798165,0.3299431460182767,0.443684091645415,0.5801395424488496,0.6062534672290811,0.7104343762386192,0
1,1,15,1,1,1.2707068520967368e-05,3.812120556845322e-05,5.08282740909749e-05,5.082827409158899e-05,8.894947965987221e-05,0.0036088074605017395,0.004053554858802322,0.005095534477682406,0.0051336556832506375,0.005476746533368271,0.005565696013028809,0.00770048352487418,0.026875449925927164,0.027574338694686062,0.03195827733508727,0.03549084238444955,0.05969780792056545,0.12256730014445394,0.2495159975156036,0.2586803353343172,0.35175961226453634,0.35306589890868967,0.36829532053338077,0.4134753026665421,0.4435148126546702,0.4578992142225884,0.5427061895444034,0.6309313662988791,0.7264821680567989,0.8145002195943514,0
0,5,10,5,0,1.059330443009543e-05,1.0593304430983608e-05,3.1779913289477724e-05,5.29665221482567e-05,0.0001694928708777521,0.0008474643543867622,0.0009639907031141481,0.0010487371385528022,0.001864421579648945,0.004237321771930258,0.00479876690671055,0.005211905779474446,0.00708162401133805,0.007150480490132508,0.02490750704062883,0.06451852062985508,0.08202395620014347,0.1547787710241888,0.1923505735106742,0.20768173334673867,0.2773644898861338,0.30018114346492597,0.3184373794866775,0.37672703711179567,0.3827625723106891,0.446446208135169,0.4976165031019151,0.7507117325393193,0.7920560755658762,0.9359085151522231,1
1,8,10,8,1,2.2929061319842958e-05,2.292906132139727e-05,2.2929061322507494e-05,9.171624528647726e-05,9.171624528647726e-05,0.00022929061320908772,0.0011235240047438033,0.0011235240047446915,0.001238169311352788,0.0014674599245649844,0.005304256185670653,0.005732265330339104,0.006603569660543762,0.01359693336355594,0.014949747981511052,0.014995606104150738,0.02967020534980591,0.05113180674657969,0.07142402601595754,0.08896475792677805,0.09355057019104152,0.12253290370121128,0.15587175886242832,0.26350077270477623,0.4606219128842932,0.48060841133606047,0.4857445210720357,0.631053625685771,0.7042202603621509,0.7765996639331569,1
1,2,15,2,1,1.3326654544343342e-06,1.3326654602074939e-06,6.663327275280295e-06,1.998998181973466e-05,3.731463273003166e-05,0.00016924851274024988,0.0004571042509446954,0.0006419005273219159,0.0008928858546082274,0.000900881847342383,0.002294849912902978,0.0024947497311004208,0.0025320643638302442,0.0032576266669162024,0.0037267249069543344,0.011500014429973504,0.01630782716852286,0.05661268148366505,0.10824441888829384,0.14924875804052767,0.17929034437293123,0.27762086751218273,0.29150457621870174,0.33038300137023047,0.49716284184537507,0.5087505407264631,0.6612973084877165,0.7111097518885005,0.8033008580311208,1.0306347133930545,1
2,1,16,1,2,5.1936954317891026e-05,5.1936954321041284e-05,0.00020774781728083447,0.00025968477159976633,0.00025968477160231984,0.0002596847716045403,0.000519369543201309,0.0006751804061664313,0.002129415127133605,0.003791397665379448,0.004051082436984543,0.008985093097410912,0.01376329289487721,0.013988353030263578,0.01438653634670839,0.02680523920196931,0.027272671790854908,0.06457494653822593,0.11561166031695613,0.23526286152549736,0.2919849405704902,0.3137015124036113,0.3620929039756331,0.3739518418787662,0.4871940229241759,0.5054273563542189,0.6024686701153266,0.7249417791752639,0.9012331144564305,1.019432389253073,0
1,4,13,4,1,4.7369463351820684e-06,1.8947785343337298e-05,1.8947785343836898e-05,2.3684731679463056e-05,2.8421678015977392e-05,0.0007768591990895413,0.000805280877097303,0.0009189675891638771,0.0024253165239827013,0.003183227937725075,0.0037279767663545016,0.005191693184147985,0.006025395739266859,0.009904954788367393,0.029174852482817037,0.07186421286196178,0.15901455154987826,0.18283191772679053,0.18312560839961717,0.24614594245245114,0.2642150242507477,0.2711333343743334,0.2991428980585171,0.3565025812399487,0.3595058052169078,0.40439784564224956,0.4427007937143487,0.7093387660159065,0.7294234184801329,0.7604030475169288,0
0,4,12,4,0,5.417055806355292e-05,8.12558370943961e-05,0.0010021553241756909,0.0036294273902576224,0.005146203016032979,0.006446296409562069,0.008315180662754579,0.008477692336944832,0.012838422261060689,0.012865507540091858,0.021966161294768805,0.02730196126402684,0.033152381534890515,0.052193332694227434,0.06771319757943339,0.11402902472376536,0.1319053088847355,0.14338946719420553,0.17028514927276017,0.1914658374756047,0.263025144677551,0.27616150500796044,0.29043544705770447,0.31882081948300267,0.3418703919390419,0.37981686786255703,0.454761834943473,0.48274092818329484,1.0634222253454797,1.3849515727316613,0
0,8,8,8,0,7.456458294299861e-05,7.45645829431929e-05,7.456458294363699e-05,7.456458294407414e-05,0.0002236937488300228,0.0006710812464922888,0.0009134161410590739,0.0010066218697386553,0.0011743921813618385,0.0014912916588723226,0.002274219779780262,0.003751530579350404,0.004660286433975881,0.005648267157978504,0.007698793188928146,0.007829281209079435,0.06597567504579505,0.0750585733056166,0.1880751796159645,0.19423840842489748,0.19698622981353076,0.2036079143004059,0.23448697221192985,0.3023104508287976,0.4239328585752882,0.5289867829773843,0.7552669907790819,0.8154254632836695,0.9239623692593595,1.0929396950688886,0
